ID,gt
http://www.mturk-tracker.com/hit/03a26f4ac8b350114dcb3d9a38eb9dc5/,0
http://www.mturk-tracker.com/hit/05db9d67a043bd9591c7206c8e5fa244/,0
http://www.mturk-tracker.com/hit/0880a7a9c8b1c59ebaaa1d9ec02afc0d/,0
http://www.mturk-tracker.com/hit/10AC01KUHNTNB8UE8LDJZUHZY3L94L/,0
http://www.mturk-tracker.com/hit/10NEXIBULHESTXEBJLY4P79LVXC241/,0
http://www.mturk-tracker.com/hit/10NEXJ50388ZT8S0SVY4P79LVZA24Q/,0
http://www.mturk-tracker.com/hit/11WH0Y8R2W249GL16O02NECXC7X54M/,0
http://www.mturk-tracker.com/hit/11WHAPTQS59Q1MNRRL02NECXDC054Z/,0
http://www.mturk-tracker.com/hit/11WHAQ0TH4PRS5BNAE02NECXF6354Q/,0
http://www.mturk-tracker.com/hit/11WHAR7Z3KURR834WO02NECXFAX541/,0
http://www.mturk-tracker.com/hit/130LIK88X8MURY1TFBWBSJTVJZZ72B/,0
http://www.mturk-tracker.com/hit/130LIKCET06TCVUD1ZWBSJTVL34279/,0
http://www.mturk-tracker.com/hit/130LSCBY78UIQ8RIWNWBSJTVKZ0277/,0
http://www.mturk-tracker.com/hit/130LSCJWK07WCVAJUTWBSJTVL5Z27G/,0
http://www.mturk-tracker.com/hit/130LSCU5SOO11HAAJEWBSJTVLZX27G/,0
http://www.mturk-tracker.com/hit/130LSD926IP2MQW80SWBSJTVM12270/,0
http://www.mturk-tracker.com/hit/130LSDGHS4MTBYUBQ0WBSJTVL4W27O/,0
http://www.mturk-tracker.com/hit/13NJ5M26R8HXQ1I6HIBQ2619S8A972/,0
http://www.mturk-tracker.com/hit/13NJ5M39ZWY71YMFZOBQ2619S7B97E/,0
http://www.mturk-tracker.com/hit/13NJ5N15KLSATETWINBQ161AWCE79V/,0
http://www.mturk-tracker.com/hit/13NJVUHQNAU7OW90PNBQ2619S89796/,0
http://www.mturk-tracker.com/hit/149O5ILWO50JSV8IS2Y9QQW74EP57V/,0
http://www.mturk-tracker.com/hit/149O5JPY6K5T0ETX1XY9QQW768W57R/,0
http://www.mturk-tracker.com/hit/149O5KZD7QPOQ9WC2RY9QQW76CT75T/,0
http://www.mturk-tracker.com/hit/14NRDU4KHY2LH9ULXG5O5FYRW2E36L/,0
http://www.mturk-tracker.com/hit/14NRDUBL2Q70QFUS095O5FYRX5D36S/,0
http://www.mturk-tracker.com/hit/14NRDVET6II2TDSXFJ5O5FYRX2H36K/,0
http://www.mturk-tracker.com/hit/14NRDWFMP40MMF1ZDD5O4FYTZ4G36Q/,0
http://www.mturk-tracker.com/hit/15937FI5UOOU8CAHDSUH1WAWNN9195/,0
http://www.mturk-tracker.com/hit/15937GAXC8UT1TGGQMUH1WAWONA197/,0
http://www.mturk-tracker.com/hit/15937GAXC8UT1TGGQMUH1WAWOQ919C/,0
http://www.mturk-tracker.com/hit/15937GAXC8UT1TGGQMUH1WAWPJ919Z/,0
http://www.mturk-tracker.com/hit/15937GU10XZAGFM7YTUH1WAWOQC199/,0
http://www.mturk-tracker.com/hit/15M5U6KGSPXZ4TZEO6F2R92IHC412H/,0
http://www.mturk-tracker.com/hit/15M5U7TEJ8G915UFWHF2P92IHI0213/,0
http://www.mturk-tracker.com/hit/15MSSK89OFQ0DMTQ52OH6JPQXI528Q/,0
http://www.mturk-tracker.com/hit/160L5D1WS06DKS93WOB2D4J8BMV202/,0
http://www.mturk-tracker.com/hit/160L5DKRPHQUY7IKY8B2D4J8ENW02D/,0
http://www.mturk-tracker.com/hit/160L5FCBAHIT9XYMXBB2D4J8DTY02H/,0
http://www.mturk-tracker.com/hit/160L5FHY8GA2867NC0B2D4J8DKW023/,0
http://www.mturk-tracker.com/hit/160LVMXYIC5KIDNNN2B2D4J8DNT026/,0
http://www.mturk-tracker.com/hit/16NJIOIEAMNTU4VYU3QHNRRMJZ409B/,0
http://www.mturk-tracker.com/hit/16NJIOIEAMNTU4VYU3QHNRRMKS9093/,0
http://www.mturk-tracker.com/hit/179OIM5ZYLE2F67O6MD0BBMKYYK05L/,0
http://www.mturk-tracker.com/hit/1BIKRS2RRV6PAZMCZ080PPPTNBL39G/,0
http://www.mturk-tracker.com/hit/1BVMEGA5QH16O7GDPWTLF2HFFZA32X/,0
http://www.mturk-tracker.com/hit/1C4PROL63ZJM5RTIV5VJD9KR1A353E/,0
http://www.mturk-tracker.com/hit/1E3C354BGPUXXCPGH375ZYMOEX248X/,0
http://www.mturk-tracker.com/hit/1FH567LRPJ1ULR2ARGUQ6JG6X1O041/,0
http://www.mturk-tracker.com/hit/1FH567LRPJ1ULR2ARGUQ6JG6X1S045/,0
http://www.mturk-tracker.com/hit/1FH567SUY8DCS054TBUQ6JG6X4V04Y/,0
http://www.mturk-tracker.com/hit/1FH5GZI5IIF9NAREVFUQ6JG6Y0R04O/,0
http://www.mturk-tracker.com/hit/1HGJYYBZ9H3RRCLA845C1A603ZQ788/,0
http://www.mturk-tracker.com/hit/1HGW0J71O2JK4D7ZRFWXN0JQSSQ173/,0
http://www.mturk-tracker.com/hit/1IUCBRTGP2BWHWTOOZSX6V0GR4C07S/,0
http://www.mturk-tracker.com/hit/1IUCBS8BW70PGL75F6SX9V0GP2J07P/,0
http://www.mturk-tracker.com/hit/1IUCBSE8WNKKQKII2CSX9V0GM4D07Y/,0
http://www.mturk-tracker.com/hit/1J2G2EA6Q36Q03ZDOIFOMQSDODI11R/,0
http://www.mturk-tracker.com/hit/1J2G2FN3G6LC4TTRI3FOJQSDUFK11Y/,0
http://www.mturk-tracker.com/hit/1KGJ179K5AMS9EGRE0K3NVWB1KI082/,0
http://www.mturk-tracker.com/hit/1KGJB017TKK4L95MJZK3NVWB0OR08U/,0
http://www.mturk-tracker.com/hit/1KGJBZBXP8GP0MI8G1K3NVWB0RM08K/,0
http://www.mturk-tracker.com/hit/1KGW3U5FCV93GFJ960BO8L93LGK10J/,0
http://www.mturk-tracker.com/hit/1KYZLCI08K1Z285VPHRJM5TZPQK26H/,0
http://www.mturk-tracker.com/hit/1QPDN50YPSCTB5TJ1RP7WEO0I5X031/,0
http://www.mturk-tracker.com/hit/1QPDN59YPL8HCVFZMJP7WEO0I3Z036/,0
http://www.mturk-tracker.com/hit/1SFXZ4Y59N4YQBSCFQHEUZFZUT725O/,0
http://www.mturk-tracker.com/hit/1YEATKT5DBB6JAEISFR5HMJUZI616T/,0
http://www.mturk-tracker.com/hit/1ZSQ4S7JB5O1MK4DJ2N53H0KRS1065/,0
http://www.mturk-tracker.com/hit/707b58c85f9c98f9c9bacbdc1f8d45f3/,0
http://www.mturk-tracker.com/hit/10ACAT5BPSOZXEEZ47DJZUHZY6N49U/,1
http://www.mturk-tracker.com/hit/10ACAUFLV3KG5A9ASQDJZUHZ16K49J/,1
http://www.mturk-tracker.com/hit/10NENRBJ7HRTGKY6YGY4P79LUWC42Z/,1
http://www.mturk-tracker.com/hit/10NENRD7BQO2A8LY2XY4P79LT0642U/,1
http://www.mturk-tracker.com/hit/10NENRRKPH544BSFK9Y4P79LVXB42R/,1
http://www.mturk-tracker.com/hit/10NEXI2JSRRJJVSLKRY4P79LT2D24Y/,1
http://www.mturk-tracker.com/hit/10NEXJ2R4JJDXZPGL6Y4P79LTYC42P/,1
http://www.mturk-tracker.com/hit/10NEXK2XRDC5VQ7RE9Y4P79LVX9245/,1
http://www.mturk-tracker.com/hit/10NEXKWXSZEFJCXLF3Y4P79LVZB421/,1
http://www.mturk-tracker.com/hit/11WHAQVNJUOF73BX7Q02NECXF7Z54G/,1
http://www.mturk-tracker.com/hit/130LSC6U2C9F57WV12WBSJTVK4327Q/,1
http://www.mturk-tracker.com/hit/13NJ5MGXHKBRM5L43KBQ2619P6897E/,1
http://www.mturk-tracker.com/hit/13NJ5NOGWAF9AZJ8BFBQ2619P59792/,1
http://www.mturk-tracker.com/hit/149O5JTJGJRKR8RT1PY9QQW768T57Z/,1
http://www.mturk-tracker.com/hit/149O5K2NZQSLABV01AY9QQW73AR75W/,1
http://www.mturk-tracker.com/hit/149O5KF1VAJ515WCS7Y9QQW76BQ57N/,1
http://www.mturk-tracker.com/hit/15937HRYJLURZXFYOTUH1WAWNPD198/,1
http://www.mturk-tracker.com/hit/16NJINX5UQS4PFTAOVQHNRRMKU209V/,1
http://www.mturk-tracker.com/hit/16NJIO0O6MV2KJEEGGQHNRRMHX6096/,1
http://www.mturk-tracker.com/hit/16NJIONANH9HNU4Q8TQHNRRMKY7097/,1
http://www.mturk-tracker.com/hit/16NJIOX8S9QPAKTLJGQHNRRMJT409O/,1
http://www.mturk-tracker.com/hit/179OIMB4OV5XOI797XD0BBMKWWN05F/,1
http://www.mturk-tracker.com/hit/194Y85UGT7VQ84OB2UHSIM6JFIB44P/,1
http://www.mturk-tracker.com/hit/1BIKRR4FOGIVDZTY6080PPPTK3Q930/,1
http://www.mturk-tracker.com/hit/1E3PVZ9AQH9P30O8O6YQKOZG3ZZ14O/,1
http://www.mturk-tracker.com/hit/1FH5GY11ATBN89PI4LUQ6JG6V0M405/,1
http://www.mturk-tracker.com/hit/1HGW0L7RS34GLPRLR2WXN0JQUTL17C/,1
http://www.mturk-tracker.com/hit/1IUCBR4CUZY77QFAQLSX9V0GP3F07N/,1
http://www.mturk-tracker.com/hit/1QPDXWKGI23YL528TEP7WEO0KZW30I/,1
http://www.mturk-tracker.com/hit/1R6UC6LPJYP8R4EVCGFGWSCN8LH228/,1
http://www.mturk-tracker.com/hit/e9a4d857674adb08d761b6a6d75e7429/,1
